Train Epoch: 1 [400/10065 (4%)]	Loss: 3.279970	Avg Loss: 2.660669	Avg Acc: 47.750000%	Avg URS: 63.846154%
Train Epoch: 1 [800/10065 (8%)]	Loss: 0.087702	Avg Loss: 1.660132	Avg Acc: 59.250000%	Avg URS: 78.873239%
Train Epoch: 1 [1200/10065 (12%)]	Loss: 1.803316	Avg Loss: 1.533183	Avg Acc: 63.500000%	Avg URS: 79.720280%
Train Epoch: 1 [1600/10065 (16%)]	Loss: 1.703734	Avg Loss: 1.331493	Avg Acc: 74.750000%	Avg URS: 72.611465%
Train Epoch: 1 [2000/10065 (20%)]	Loss: 0.528730	Avg Loss: 1.212792	Avg Acc: 67.500000%	Avg URS: 84.246575%
Train Epoch: 1 [2400/10065 (24%)]	Loss: 3.247454	Avg Loss: 1.478118	Avg Acc: 69.250000%	Avg URS: 79.710145%
Train Epoch: 1 [2800/10065 (28%)]	Loss: 0.174823	Avg Loss: 1.304612	Avg Acc: 69.750000%	Avg URS: 76.158940%
Train Epoch: 1 [3200/10065 (32%)]	Loss: 0.437889	Avg Loss: 1.080522	Avg Acc: 73.250000%	Avg URS: 83.561644%
Train Epoch: 1 [3600/10065 (36%)]	Loss: 1.094592	Avg Loss: 1.155812	Avg Acc: 68.000000%	Avg URS: 76.712329%
Train Epoch: 1 [4000/10065 (40%)]	Loss: 1.245548	Avg Loss: 1.034013	Avg Acc: 73.750000%	Avg URS: 84.615385%
Train Epoch: 1 [4400/10065 (44%)]	Loss: 0.678225	Avg Loss: 0.816822	Avg Acc: 77.500000%	Avg URS: 81.250000%
Train Epoch: 1 [4800/10065 (48%)]	Loss: 0.905724	Avg Loss: 0.935417	Avg Acc: 76.000000%	Avg URS: 83.333333%
Train Epoch: 1 [5200/10065 (52%)]	Loss: 0.689577	Avg Loss: 0.904801	Avg Acc: 78.500000%	Avg URS: 85.915493%
Train Epoch: 1 [5600/10065 (56%)]	Loss: 0.368838	Avg Loss: 0.741030	Avg Acc: 78.250000%	Avg URS: 83.458647%
Train Epoch: 1 [6000/10065 (60%)]	Loss: 0.618384	Avg Loss: 0.881493	Avg Acc: 77.000000%	Avg URS: 81.290323%
Train Epoch: 1 [6400/10065 (64%)]	Loss: 0.778863	Avg Loss: 0.919756	Avg Acc: 74.000000%	Avg URS: 82.876712%
Train Epoch: 1 [6800/10065 (68%)]	Loss: 1.482317	Avg Loss: 0.708083	Avg Acc: 80.500000%	Avg URS: 84.285714%
Train Epoch: 1 [7200/10065 (72%)]	Loss: 0.258668	Avg Loss: 0.830851	Avg Acc: 76.000000%	Avg URS: 80.000000%
Train Epoch: 1 [7600/10065 (75%)]	Loss: 0.209563	Avg Loss: 0.931129	Avg Acc: 73.250000%	Avg URS: 82.500000%
Train Epoch: 1 [8000/10065 (79%)]	Loss: 0.161129	Avg Loss: 0.862957	Avg Acc: 78.250000%	Avg URS: 89.285714%
Train Epoch: 1 [8400/10065 (83%)]	Loss: 0.002937	Avg Loss: 0.724280	Avg Acc: 77.500000%	Avg URS: 84.810127%
Train Epoch: 1 [8800/10065 (87%)]	Loss: 0.237011	Avg Loss: 0.761426	Avg Acc: 79.250000%	Avg URS: 74.809160%
Train Epoch: 1 [9200/10065 (91%)]	Loss: 1.234705	Avg Loss: 0.746810	Avg Acc: 78.000000%	Avg URS: 85.611511%
