Train Epoch: 1 [400/10065 (4%)]	Loss: 1.075589	Avg Loss: 2.692465	Avg Acc: 38.000000%	Avg URS: 47.517730%
Train Epoch: 1 [800/10065 (8%)]	Loss: 0.770097	Avg Loss: 1.819918	Avg Acc: 50.000000%	Avg URS: 55.102041%
Train Epoch: 1 [1200/10065 (12%)]	Loss: 1.683751	Avg Loss: 1.500756	Avg Acc: 61.250000%	Avg URS: 62.745098%
Train Epoch: 1 [1600/10065 (16%)]	Loss: 1.090798	Avg Loss: 1.394005	Avg Acc: 57.750000%	Avg URS: 72.413793%
Train Epoch: 1 [2000/10065 (20%)]	Loss: 1.782310	Avg Loss: 1.641856	Avg Acc: 54.250000%	Avg URS: 60.897436%
Train Epoch: 1 [2400/10065 (24%)]	Loss: 0.274906	Avg Loss: 1.172987	Avg Acc: 65.000000%	Avg URS: 70.212766%
Train Epoch: 1 [2800/10065 (28%)]	Loss: 0.693220	Avg Loss: 1.229789	Avg Acc: 65.500000%	Avg URS: 68.000000%
Train Epoch: 1 [3200/10065 (32%)]	Loss: 1.569148	Avg Loss: 1.260745	Avg Acc: 61.750000%	Avg URS: 67.307692%
Train Epoch: 1 [3600/10065 (36%)]	Loss: 0.017593	Avg Loss: 1.255005	Avg Acc: 59.250000%	Avg URS: 68.115942%
Train Epoch: 1 [4000/10065 (40%)]	Loss: 0.296515	Avg Loss: 1.180857	Avg Acc: 66.750000%	Avg URS: 75.886525%
Train Epoch: 1 [4400/10065 (44%)]	Loss: 1.246836	Avg Loss: 1.223011	Avg Acc: 65.250000%	Avg URS: 71.812081%
Train Epoch: 1 [4800/10065 (48%)]	Loss: 1.609155	Avg Loss: 1.098997	Avg Acc: 64.500000%	Avg URS: 77.083333%
Train Epoch: 1 [5200/10065 (52%)]	Loss: 0.687806	Avg Loss: 1.135526	Avg Acc: 67.500000%	Avg URS: 74.468085%
Train Epoch: 1 [5600/10065 (56%)]	Loss: 1.038112	Avg Loss: 1.063916	Avg Acc: 68.250000%	Avg URS: 76.973684%
Train Epoch: 1 [6000/10065 (60%)]	Loss: 2.540575	Avg Loss: 1.158031	Avg Acc: 64.750000%	Avg URS: 71.917808%
Train Epoch: 1 [6400/10065 (64%)]	Loss: 0.835032	Avg Loss: 1.125799	Avg Acc: 64.250000%	Avg URS: 72.297297%
Train Epoch: 1 [6800/10065 (68%)]	Loss: 0.258415	Avg Loss: 1.159810	Avg Acc: 62.500000%	Avg URS: 72.789116%
Train Epoch: 1 [7200/10065 (72%)]	Loss: 1.156950	Avg Loss: 1.011840	Avg Acc: 68.500000%	Avg URS: 80.000000%
Train Epoch: 1 [7600/10065 (75%)]	Loss: 0.772277	Avg Loss: 1.054548	Avg Acc: 67.500000%	Avg URS: 72.972973%
Train Epoch: 1 [8000/10065 (79%)]	Loss: 1.294700	Avg Loss: 1.009612	Avg Acc: 68.250000%	Avg URS: 79.527559%
Train Epoch: 1 [8400/10065 (83%)]	Loss: 0.543849	Avg Loss: 1.010198	Avg Acc: 65.000000%	Avg URS: 69.281046%
Train Epoch: 1 [8800/10065 (87%)]	Loss: 3.020016	Avg Loss: 1.057400	Avg Acc: 66.500000%	Avg URS: 78.873239%
Train Epoch: 1 [9200/10065 (91%)]	Loss: 0.606477	Avg Loss: 1.074397	Avg Acc: 65.500000%	Avg URS: 69.655172%
Train Epoch: 1 [9600/10065 (95%)]	Loss: 2.169675	Avg Loss: 0.907530	Avg Acc: 72.500000%	Avg URS: 79.020979%
Train Epoch: 1 [10000/10065 (99%)]	Loss: 0.690677	Avg Loss: 1.017605	Avg Acc: 70.000000%	Avg URS: 73.109244%
