Train Epoch: 1 [400/10065 (4%)]	Loss: 0.470289	Avg Loss: 2.064898	Avg Acc: 50.750000%	Avg URS: 65.248227%
Train Epoch: 1 [800/10065 (8%)]	Loss: 0.876712	Avg Loss: 1.315896	Avg Acc: 66.750000%	Avg URS: 79.591837%
Train Epoch: 1 [1200/10065 (12%)]	Loss: 1.065301	Avg Loss: 0.961282	Avg Acc: 72.750000%	Avg URS: 81.699346%
Train Epoch: 1 [1600/10065 (16%)]	Loss: 0.217254	Avg Loss: 0.878320	Avg Acc: 74.500000%	Avg URS: 84.827586%
Train Epoch: 1 [2000/10065 (20%)]	Loss: 0.734098	Avg Loss: 1.013510	Avg Acc: 72.500000%	Avg URS: 79.487179%
Train Epoch: 1 [2400/10065 (24%)]	Loss: 0.454958	Avg Loss: 0.761506	Avg Acc: 77.500000%	Avg URS: 84.397163%
Train Epoch: 1 [2800/10065 (28%)]	Loss: 1.792282	Avg Loss: 0.826753	Avg Acc: 74.750000%	Avg URS: 85.333333%
Train Epoch: 1 [3200/10065 (32%)]	Loss: 1.367546	Avg Loss: 0.888458	Avg Acc: 76.000000%	Avg URS: 78.205128%
Train Epoch: 1 [3600/10065 (36%)]	Loss: 0.041047	Avg Loss: 0.812501	Avg Acc: 73.750000%	Avg URS: 78.985507%
Train Epoch: 1 [4000/10065 (40%)]	Loss: 0.758391	Avg Loss: 0.751545	Avg Acc: 77.750000%	Avg URS: 82.269504%
Train Epoch: 1 [4400/10065 (44%)]	Loss: 2.348196	Avg Loss: 0.915535	Avg Acc: 74.000000%	Avg URS: 85.234899%
Train Epoch: 1 [4800/10065 (48%)]	Loss: 0.812059	Avg Loss: 0.839335	Avg Acc: 74.000000%	Avg URS: 77.083333%
Train Epoch: 1 [5200/10065 (52%)]	Loss: 0.326703	Avg Loss: 0.763543	Avg Acc: 76.500000%	Avg URS: 88.652482%
Train Epoch: 1 [5600/10065 (56%)]	Loss: 0.811264	Avg Loss: 0.563496	Avg Acc: 82.000000%	Avg URS: 82.236842%
Train Epoch: 1 [6000/10065 (60%)]	Loss: 0.924312	Avg Loss: 0.717093	Avg Acc: 77.750000%	Avg URS: 82.876712%
Train Epoch: 1 [6400/10065 (64%)]	Loss: 0.417927	Avg Loss: 0.762218	Avg Acc: 78.750000%	Avg URS: 81.081081%
Train Epoch: 1 [6800/10065 (68%)]	Loss: 0.240149	Avg Loss: 0.877442	Avg Acc: 74.250000%	Avg URS: 79.591837%
Train Epoch: 1 [7200/10065 (72%)]	Loss: 0.316506	Avg Loss: 0.758410	Avg Acc: 73.750000%	Avg URS: 88.275862%
Train Epoch: 1 [7600/10065 (75%)]	Loss: 0.387816	Avg Loss: 0.653693	Avg Acc: 80.000000%	Avg URS: 84.459459%
Train Epoch: 1 [8000/10065 (79%)]	Loss: 1.157019	Avg Loss: 0.651369	Avg Acc: 77.500000%	Avg URS: 83.464567%
Train Epoch: 1 [8400/10065 (83%)]	Loss: 0.741768	Avg Loss: 0.673940	Avg Acc: 78.000000%	Avg URS: 81.699346%
