Train Epoch: 1 [400/10065 (4%)]	Loss: 1.869827	Avg Loss: 2.788658	Avg Acc: 35.000000%	Avg URS: 66.225166%
Train Epoch: 1 [800/10065 (8%)]	Loss: 0.943979	Avg Loss: 2.089186	Avg Acc: 48.750000%	Avg URS: 80.952381%
Train Epoch: 1 [1200/10065 (12%)]	Loss: 1.382908	Avg Loss: 1.904334	Avg Acc: 53.500000%	Avg URS: 77.536232%
Train Epoch: 1 [1600/10065 (16%)]	Loss: 1.635005	Avg Loss: 1.762223	Avg Acc: 61.250000%	Avg URS: 67.549669%
Train Epoch: 1 [2000/10065 (20%)]	Loss: 0.291537	Avg Loss: 1.810088	Avg Acc: 60.500000%	Avg URS: 73.611111%
Train Epoch: 1 [2400/10065 (24%)]	Loss: 0.245589	Avg Loss: 1.320296	Avg Acc: 68.750000%	Avg URS: 72.666667%
Train Epoch: 1 [2800/10065 (28%)]	Loss: 3.655577	Avg Loss: 1.297618	Avg Acc: 68.250000%	Avg URS: 78.985507%
Train Epoch: 1 [3200/10065 (32%)]	Loss: 1.270901	Avg Loss: 1.283408	Avg Acc: 68.500000%	Avg URS: 77.058824%
Train Epoch: 1 [3600/10065 (36%)]	Loss: 1.835210	Avg Loss: 1.058822	Avg Acc: 71.500000%	Avg URS: 76.510067%
Train Epoch: 1 [4000/10065 (40%)]	Loss: 1.301107	Avg Loss: 1.026978	Avg Acc: 74.250000%	Avg URS: 84.507042%
Train Epoch: 1 [4400/10065 (44%)]	Loss: 1.851153	Avg Loss: 1.065332	Avg Acc: 71.750000%	Avg URS: 78.358209%
Train Epoch: 1 [4800/10065 (48%)]	Loss: 0.014938	Avg Loss: 0.858488	Avg Acc: 75.000000%	Avg URS: 76.870748%
Train Epoch: 1 [5200/10065 (52%)]	Loss: 2.467237	Avg Loss: 1.042233	Avg Acc: 71.750000%	Avg URS: 82.258065%
Train Epoch: 1 [5600/10065 (56%)]	Loss: 0.083577	Avg Loss: 0.935569	Avg Acc: 72.000000%	Avg URS: 81.538462%
Train Epoch: 1 [6000/10065 (60%)]	Loss: 2.719214	Avg Loss: 0.762054	Avg Acc: 78.500000%	Avg URS: 84.023669%
Train Epoch: 1 [6400/10065 (64%)]	Loss: 1.050641	Avg Loss: 0.763799	Avg Acc: 76.750000%	Avg URS: 85.401460%
Train Epoch: 1 [6800/10065 (68%)]	Loss: 0.323707	Avg Loss: 0.885211	Avg Acc: 76.250000%	Avg URS: 81.081081%
Train Epoch: 1 [7200/10065 (72%)]	Loss: 0.309598	Avg Loss: 0.628142	Avg Acc: 81.750000%	Avg URS: 85.416667%
Train Epoch: 1 [7600/10065 (75%)]	Loss: 0.075082	Avg Loss: 0.647582	Avg Acc: 81.000000%	Avg URS: 88.157895%
Train Epoch: 1 [8000/10065 (79%)]	Loss: 0.054794	Avg Loss: 0.801575	Avg Acc: 78.500000%	Avg URS: 79.562044%
Train Epoch: 1 [8400/10065 (83%)]	Loss: 0.345257	Avg Loss: 0.671628	Avg Acc: 79.250000%	Avg URS: 82.802548%
Train Epoch: 1 [8800/10065 (87%)]	Loss: 0.374273	Avg Loss: 0.760694	Avg Acc: 76.500000%	Avg URS: 83.687943%
Train Epoch: 1 [9200/10065 (91%)]	Loss: 0.177512	Avg Loss: 0.725590	Avg Acc: 79.500000%	Avg URS: 87.878788%
Train Epoch: 1 [9600/10065 (95%)]	Loss: 0.299790	Avg Loss: 0.611770	Avg Acc: 79.250000%	Avg URS: 82.876712%
Train Epoch: 1 [10000/10065 (99%)]	Loss: 0.215843	Avg Loss: 0.663689	Avg Acc: 79.750000%	Avg URS: 81.250000%
